SSC-cover: 0.0 #test cases: 0 #adversarial examples: 0
SSC-cover: 0.007659574468085106 #test cases: 1 #adversarial examples: 0 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 120) #cond_pos 
SSC-cover: 0.007943262411347518 #test cases: 2 #adversarial examples: 0 #diff: 0.019607870952755846 #dec_layer: dense_2 #dec_pos: (0, 42) #cond_pos 
SSC-cover: 0.015602836879432624 #test cases: 3 #adversarial examples: 0 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 121) #cond_pos 
SSC-cover: 0.02326241134751773 #test cases: 4 #adversarial examples: 0 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 122) #cond_pos 
SSC-cover: 0.02354609929078014 #test cases: 5 #adversarial examples: 0 #diff: 0.019607871420243228 #dec_layer: dense_2 #dec_pos: (0, 24) #cond_pos 
SSC-cover: 0.023829787234042554 #test cases: 6 #adversarial examples: 0 #diff: 0.011764735567803497 #dec_layer: dense_2 #dec_pos: (0, 4) #cond_pos 
SSC-cover: 0.02397163120567376 #test cases: 7 #adversarial examples: 0 #diff: 0.039215714323754425 #dec_layer: dense_3 #dec_pos: (0, 6) #cond_pos 
SSC-cover: 0.02425531914893617 #test cases: 8 #adversarial examples: 0 #diff: 0.01960787282270543 #dec_layer: dense_2 #dec_pos: (0, 6) #cond_pos 
SSC-cover: 0.02453900709219858 #test cases: 8 #adversarial examples: 1 #diff: 0.01176473323036642 #dec_layer: dense_2 #dec_pos: (0, 63) #cond_pos 
SSC-cover: 0.03219858156028369 #test cases: 9 #adversarial examples: 1 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 10) #cond_pos 
SSC-cover: 0.03985815602836879 #test cases: 10 #adversarial examples: 1 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 20) #cond_pos 
SSC-cover: 0.04 #test cases: 11 #adversarial examples: 1 #diff: 0.015686303961510772 #dec_layer: dense_3 #dec_pos: (0, 7) #cond_pos 
SSC-cover: 0.04765957446808511 #test cases: 12 #adversarial examples: 1 #diff: 0.003921597377926744 #dec_layer: dense_1 #dec_pos: (0, 57) #cond_pos 
SSC-cover: 0.05531914893617021 #test cases: 13 #adversarial examples: 1 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 110) #cond_pos 
SSC-cover: 0.06297872340425532 #test cases: 14 #adversarial examples: 1 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 62) #cond_pos 
