SSC-cover: 0.0 #test cases: 0 #adversarial examples: 0
SSC-cover: 0.3912056737588652 #test cases: 87 #adversarial examples: 23 #diff: 0.011764706576279566 #dec_layer: dense_2 #dec_pos: (0, 15) #cond_pos 
SSC-cover: 0.39886524822695035 #test cases: 88 #adversarial examples: 23 #diff: 0.007843166940352475 #dec_layer: dense_1 #dec_pos: (0, 121) #cond_pos 
SSC-cover: 0.39914893617021274 #test cases: 89 #adversarial examples: 23 #diff: 0.01960787282270543 #dec_layer: dense_2 #dec_pos: (0, 62) #cond_pos 
SSC-cover: 0.3994326241134752 #test cases: 90 #adversarial examples: 23 #diff: 0.011764735567803497 #dec_layer: dense_2 #dec_pos: (0, 19) #cond_pos 
SSC-cover: 0.3997163120567376 #test cases: 90 #adversarial examples: 24 #diff: 0.03529414733250935 #dec_layer: dense_2 #dec_pos: (0, 58) #cond_pos 
SSC-cover: 0.4073758865248227 #test cases: 91 #adversarial examples: 24 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 74) #cond_pos 
SSC-cover: 0.4076595744680851 #test cases: 91 #adversarial examples: 25 #diff: 0.01176473533405975 #dec_layer: dense_2 #dec_pos: (0, 59) #cond_pos 
SSC-cover: 0.40794326241134754 #test cases: 92 #adversarial examples: 25 #diff: 0.007843166472865093 #dec_layer: dense_2 #dec_pos: (0, 20) #cond_pos 
SSC-cover: 0.4156028368794326 #test cases: 93 #adversarial examples: 25 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 1) #cond_pos 
SSC-cover: 0.41588652482269506 #test cases: 94 #adversarial examples: 25 #diff: 0.0039215980791578176 #dec_layer: dense_2 #dec_pos: (0, 60) #cond_pos 
SSC-cover: 0.41617021276595745 #test cases: 94 #adversarial examples: 26 #diff: 0.01568630279279226 #dec_layer: dense_2 #dec_pos: (0, 63) #cond_pos 
SSC-cover: 0.4238297872340426 #test cases: 95 #adversarial examples: 26 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 72) #cond_pos 
SSC-cover: 0.43148936170212765 #test cases: 96 #adversarial examples: 26 #diff: 0.0039215978454141265 #dec_layer: dense_1 #dec_pos: (0, 49) #cond_pos 
SSC-cover: 0.4317730496453901 #test cases: 96 #adversarial examples: 27 #diff: 0.023529441450156396 #dec_layer: dense_2 #dec_pos: (0, 8) #cond_pos 
SSC-cover: 0.43943262411347517 #test cases: 97 #adversarial examples: 27 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 81) #cond_pos 
SSC-cover: 0.4470921985815603 #test cases: 98 #adversarial examples: 27 #diff: 0.00392159083310295 #dec_layer: dense_1 #dec_pos: (0, 88) #cond_pos 
SSC-cover: 0.45475177304964537 #test cases: 99 #adversarial examples: 27 #diff: 0.003921592001821517 #dec_layer: dense_1 #dec_pos: (0, 29) #cond_pos 
SSC-cover: 0.4624113475177305 #test cases: 100 #adversarial examples: 27 #diff: 0.007843166706608784 #dec_layer: dense_1 #dec_pos: (0, 122) #cond_pos 
SSC-cover: 0.4700709219858156 #test cases: 101 #adversarial examples: 27 #diff: 0.007843166940352475 #dec_layer: dense_1 #dec_pos: (0, 96) #cond_pos 
SSC-cover: 0.4700709219858156 #test cases: 101 #adversarial examples: 27 #diff: _ #dec_layer: dense_1 #dec_pos: (0, 33) #cond_pos 
SSC-cover: 0.4777304964539007 #test cases: 102 #adversarial examples: 27 #diff: 0.0039215978454141265 #dec_layer: dense_1 #dec_pos: (0, 31) #cond_pos 
SSC-cover: 0.47801418439716314 #test cases: 102 #adversarial examples: 28 #diff: 0.0196078721214743 #dec_layer: dense_2 #dec_pos: (0, 2) #cond_pos 
SSC-cover: 0.4856737588652482 #test cases: 103 #adversarial examples: 28 #diff: 0.003921597611670435 #dec_layer: dense_1 #dec_pos: (0, 68) #cond_pos 
SSC-cover: 0.49333333333333335 #test cases: 104 #adversarial examples: 28 #diff: 0.003921597611670435 #dec_layer: dense_1 #dec_pos: (0, 69) #cond_pos 
SSC-cover: 0.5009929078014185 #test cases: 105 #adversarial examples: 28 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 22) #cond_pos 
SSC-cover: 0.5086524822695035 #test cases: 106 #adversarial examples: 28 #diff: 0.0039215978454141265 #dec_layer: dense_1 #dec_pos: (0, 113) #cond_pos 
SSC-cover: 0.5163120567375886 #test cases: 107 #adversarial examples: 28 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 10) #cond_pos 
SSC-cover: 0.5239716312056738 #test cases: 108 #adversarial examples: 28 #diff: 0.003921597377926744 #dec_layer: dense_1 #dec_pos: (0, 66) #cond_pos 
SSC-cover: 0.5316312056737589 #test cases: 108 #adversarial examples: 29 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 97) #cond_pos 
SSC-cover: 0.539290780141844 #test cases: 109 #adversarial examples: 29 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 90) #cond_pos 
SSC-cover: 0.546950354609929 #test cases: 110 #adversarial examples: 29 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 32) #cond_pos 
SSC-cover: 0.5472340425531915 #test cases: 111 #adversarial examples: 29 #diff: 0.01960787258896174 #dec_layer: dense_2 #dec_pos: (0, 3) #cond_pos 
SSC-cover: 0.5548936170212766 #test cases: 111 #adversarial examples: 30 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 62) #cond_pos 
SSC-cover: 0.5625531914893617 #test cases: 112 #adversarial examples: 30 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 91) #cond_pos 
SSC-cover: 0.5702127659574469 #test cases: 113 #adversarial examples: 30 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 126) #cond_pos 
SSC-cover: 0.5778723404255319 #test cases: 114 #adversarial examples: 30 #diff: 0.01176473510031606 #dec_layer: dense_1 #dec_pos: (0, 114) #cond_pos 
SSC-cover: 0.585531914893617 #test cases: 115 #adversarial examples: 30 #diff: 0.003921597611670435 #dec_layer: dense_1 #dec_pos: (0, 17) #cond_pos 
SSC-cover: 0.5931914893617021 #test cases: 116 #adversarial examples: 30 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 56) #cond_pos 
SSC-cover: 0.6008510638297873 #test cases: 117 #adversarial examples: 30 #diff: 0.003921597611670435 #dec_layer: dense_1 #dec_pos: (0, 120) #cond_pos 
SSC-cover: 0.6085106382978723 #test cases: 117 #adversarial examples: 31 #diff: 0.00784316577163402 #dec_layer: dense_1 #dec_pos: (0, 13) #cond_pos 
SSC-cover: 0.6161702127659574 #test cases: 118 #adversarial examples: 31 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 115) #cond_pos 
SSC-cover: 0.6238297872340426 #test cases: 119 #adversarial examples: 31 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 102) #cond_pos 
SSC-cover: 0.624113475177305 #test cases: 119 #adversarial examples: 32 #diff: 0.015686303494023335 #dec_layer: dense_2 #dec_pos: (0, 4) #cond_pos 
SSC-cover: 0.624113475177305 #test cases: 119 #adversarial examples: 32 #diff: _ #dec_layer: dense_1 #dec_pos: (0, 33) #cond_pos 
SSC-cover: 0.63177304964539 #test cases: 120 #adversarial examples: 32 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 75) #cond_pos 
SSC-cover: 0.6394326241134751 #test cases: 121 #adversarial examples: 32 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 98) #cond_pos 
SSC-cover: 0.6470921985815603 #test cases: 122 #adversarial examples: 32 #diff: 0.007843166706608784 #dec_layer: dense_1 #dec_pos: (0, 50) #cond_pos 
SSC-cover: 0.6547517730496454 #test cases: 123 #adversarial examples: 32 #diff: 0.003921596910439251 #dec_layer: dense_1 #dec_pos: (0, 54) #cond_pos 
SSC-cover: 0.6550354609929078 #test cases: 124 #adversarial examples: 32 #diff: 0.03529414733250935 #dec_layer: dense_2 #dec_pos: (0, 5) #cond_pos 
SSC-cover: 0.662695035460993 #test cases: 125 #adversarial examples: 32 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 2) #cond_pos 
SSC-cover: 0.670354609929078 #test cases: 126 #adversarial examples: 32 #diff: 0.003921597611670435 #dec_layer: dense_1 #dec_pos: (0, 57) #cond_pos 
SSC-cover: 0.6780141843971631 #test cases: 127 #adversarial examples: 32 #diff: 0.007843152097627232 #dec_layer: dense_1 #dec_pos: (0, 127) #cond_pos 
SSC-cover: 0.6856737588652482 #test cases: 128 #adversarial examples: 32 #diff: 0.007843166940352475 #dec_layer: dense_1 #dec_pos: (0, 51) #cond_pos 
SSC-cover: 0.6859574468085107 #test cases: 129 #adversarial examples: 32 #diff: 0.015686304195254464 #dec_layer: dense_2 #dec_pos: (0, 6) #cond_pos 
SSC-cover: 0.6936170212765957 #test cases: 130 #adversarial examples: 32 #diff: 0.0039215980791578176 #dec_layer: dense_1 #dec_pos: (0, 67) #cond_pos 
SSC-cover: 0.7012765957446808 #test cases: 131 #adversarial examples: 32 #diff: 0.007843166940352475 #dec_layer: dense_1 #dec_pos: (0, 18) #cond_pos 
SSC-cover: 0.708936170212766 #test cases: 132 #adversarial examples: 32 #diff: 0.003921598312901509 #dec_layer: dense_1 #dec_pos: (0, 26) #cond_pos 
SSC-cover: 0.7165957446808511 #test cases: 133 #adversarial examples: 32 #diff: 0.003921595040489612 #dec_layer: dense_1 #dec_pos: (0, 5) #cond_pos 
